customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3143,Male,0,Yes,Yes,22,No,No phone service,No,No internet service,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,68.35,1503.7,Yes
3144,Male,1,No,No,48,No,No phone service,DSL,No internet service,Yes,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),62.82,3015.36,No
3145,Female,1,Yes,No,16,Yes,No phone service,DSL,No,No internet service,No internet service,No,No internet service,Yes,Two year,Yes,Electronic check,88.03,1408.48,Yes
3146,Female,1,Yes,No,5,Yes,Yes,No,No,Yes,No internet service,No,No internet service,Yes,One year,Yes,Electronic check,42.71,213.55,Yes
3147,Male,0,No,Yes,65,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),68.68,4464.2,No
3148,Male,0,Yes,Yes,21,Yes,No,Fiber optic,No internet service,No,No,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),100.74,2115.54,No
3149,Male,1,No,Yes,61,Yes,No,No,No internet service,No,No internet service,Yes,No internet service,No,Two year,No,Bank transfer (automatic),35.51,2166.11,Yes
3150,Male,1,Yes,No,55,No,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),29.27,1609.85,Yes
3151,Female,1,No,Yes,24,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),80.36,1928.64,No
3152,Female,1,Yes,No,23,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,116.36,2676.28,Yes
3153,Male,1,Yes,Yes,11,No,Yes,Fiber optic,Yes,No internet service,No,No internet service,No,No,Month-to-month,No,Mailed check,62.92,692.12,Yes
3154,Male,1,No,Yes,47,No,No,DSL,No internet service,No,No,No,No internet service,Yes,One year,Yes,Credit card (automatic),101.46,4768.62,No
3155,Male,0,No,Yes,2,No,Yes,DSL,No,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),67.02,134.04,No
3156,Female,1,No,Yes,70,No,No,Fiber optic,No internet service,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,43.47,3042.9,No
3157,Male,1,No,No,53,No,Yes,DSL,No internet service,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.51,3631.03,Yes
3158,Female,1,No,Yes,11,Yes,No,No,No internet service,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,64.19,706.09,No
3159,Male,0,Yes,No,15,Yes,No,DSL,No internet service,No internet service,No internet service,No,Yes,No,Two year,No,Credit card (automatic),45.24,678.6,Yes
3160,Female,0,No,No,12,Yes,No phone service,No,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),55.31,663.72,Yes
3161,Male,0,No,No,36,No,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),59.21,2131.56,Yes
3162,Female,0,No,Yes,23,Yes,Yes,Fiber optic,No internet service,No,No,No,No,Yes,Two year,Yes,Electronic check,105.93,2436.39,Yes
3163,Male,1,No,Yes,27,No,No,No,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),50.75,1370.25,No
3164,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),112.52,1575.28,Yes
3165,Male,1,Yes,Yes,54,No,No,Fiber optic,Yes,No internet service,No internet service,No,No,No internet service,Two year,Yes,Bank transfer (automatic),21.35,1152.9,No
3166,Female,1,Yes,No,27,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,32.84,886.68,No
3167,Male,1,Yes,Yes,21,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No,No,Two year,No,Credit card (automatic),22.71,476.91,No
3168,Female,1,Yes,Yes,49,No,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),96.77,4741.73,Yes
3169,Female,1,No,No,62,No,No,No,No internet service,No,No internet service,No internet service,Yes,No internet service,One year,No,Mailed check,32.46,2012.52,Yes
3170,Male,1,Yes,Yes,72,No,Yes,No,No,No internet service,No internet service,No,No,Yes,Two year,Yes,Bank transfer (automatic),77.41,5573.52,Yes
3171,Male,0,Yes,No,44,Yes,No phone service,DSL,Yes,No,Yes,No internet service,Yes,No,Two year,Yes,Mailed check,97.79,4302.76,Yes
3172,Male,0,No,No,44,No,Yes,Fiber optic,No,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,68.94,3033.36,Yes
3173,Female,0,No,Yes,61,No,Yes,DSL,No,No internet service,No internet service,No internet service,Yes,No,Two year,No,Electronic check,29.79,1817.19,Yes
3174,Male,0,Yes,Yes,42,No,No,Fiber optic,No,No,No internet service,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),103.74,4357.08,No
3175,Female,0,Yes,Yes,23,Yes,No phone service,No,No internet service,No internet service,No,No,No,No,Month-to-month,No,Electronic check,40.62,934.26,Yes
3176,Female,1,No,No,1,No,No phone service,No,Yes,Yes,No internet service,No,Yes,Yes,Two year,No,Mailed check,29.44,29.44,No
3177,Male,0,Yes,Yes,36,Yes,No,No,Yes,Yes,No,No,No internet service,No internet service,Two year,No,Electronic check,96.75,3483.0,No
3178,Male,0,No,Yes,55,Yes,No,DSL,No,No,No internet service,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),22.79,1253.45,No
3179,Male,0,No,Yes,16,Yes,No,DSL,Yes,No internet service,Yes,Yes,Yes,No internet service,One year,Yes,Electronic check,81.78,1308.48,No
3180,Male,1,Yes,Yes,18,No,No phone service,Fiber optic,No,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,62.04,1116.72,Yes
3181,Male,1,Yes,No,38,Yes,No phone service,No,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,63.44,2410.72,Yes
3182,Male,1,Yes,Yes,67,No,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.44,6729.48,Yes
3183,Female,0,No,No,20,No,Yes,Fiber optic,No,Yes,No,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),24.67,493.4,Yes
3184,Female,0,No,Yes,19,No,No phone service,DSL,No internet service,Yes,No,No,No,Yes,One year,No,Mailed check,94.16,1789.04,Yes
3185,Female,0,Yes,Yes,13,Yes,No,DSL,No,No,Yes,Yes,No internet service,No,Two year,Yes,Mailed check,90.55,1177.15,No
3186,Male,0,Yes,Yes,17,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),108.93,1851.81,No
3187,Female,0,Yes,No,30,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,77.72,2331.6,Yes
3188,Female,1,No,No,43,No,No,Fiber optic,Yes,No internet service,Yes,No,No,No,One year,No,Bank transfer (automatic),36.01,1548.43,Yes
3189,Female,0,No,Yes,48,No,Yes,DSL,No internet service,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,24.65,1183.2,No
3190,Female,1,No,No,43,Yes,Yes,Fiber optic,No,No,No,Yes,No,No internet service,One year,No,Electronic check,64.2,2760.6,No
3191,Female,0,Yes,No,66,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),92.02,6073.32,Yes
3192,Male,1,No,Yes,53,No,No,No,Yes,Yes,No internet service,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),24.23,1284.19,No
3193,Male,1,No,Yes,72,No,No phone service,No,No internet service,No,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),44.82,3227.04,No
3194,Female,1,Yes,Yes,34,No,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No,One year,No,Electronic check,97.08,3300.72,No
3195,Female,1,No,Yes,72,No,No phone service,DSL,No,No,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,43.04,3098.88,No
3196,Female,0,Yes,Yes,71,Yes,No,No,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),58.11,4125.81,No
3197,Male,0,No,Yes,13,Yes,No,DSL,No internet service,Yes,No,Yes,No,No internet service,Two year,No,Electronic check,94.69,1230.97,No
3198,Male,0,Yes,No,56,No,No,DSL,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,63.04,3530.24,No
3199,Female,1,Yes,Yes,59,Yes,No phone service,No,No,No,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,97.13,5730.67,Yes
3200,Male,0,No,Yes,32,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,No internet service,Two year,No,Bank transfer (automatic),47.02,1504.64,No
3201,Male,0,Yes,Yes,54,No,No phone service,Fiber optic,Yes,No internet service,No,Yes,No internet service,No,Month-to-month,No,Mailed check,115.81,6253.74,No
3202,Female,0,No,Yes,2,No,Yes,No,No,Yes,Yes,No,No internet service,No internet service,Two year,No,Credit card (automatic),29.38,58.76,No
3203,Male,0,Yes,No,37,Yes,No,DSL,No internet service,Yes,No internet service,No,Yes,No,One year,Yes,Bank transfer (automatic),95.15,3520.55,No
3204,Male,1,Yes,No,33,No,No,Fiber optic,No internet service,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,27.42,904.86,No
3205,Female,1,Yes,No,1,Yes,No phone service,DSL,No internet service,Yes,No,Yes,No,No,Two year,Yes,Electronic check,104.51,104.51,No
3206,Male,0,No,Yes,28,No,Yes,No,Yes,No,Yes,No,No internet service,Yes,One year,No,Electronic check,33.65,942.2,Yes
3207,Male,0,Yes,Yes,17,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,No,Two year,No,Bank transfer (automatic),78.65,1337.05,Yes
3208,Female,0,Yes,No,57,No,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,53.36,3041.52,No
3209,Male,1,No,No,70,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),80.47,5632.9,Yes
3210,Male,1,Yes,Yes,52,No,No phone service,No,No internet service,No,No internet service,No internet service,No internet service,No,Two year,No,Credit card (automatic),24.78,1288.56,No
3211,Female,1,Yes,Yes,44,No,No phone service,No,No internet service,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,108.13,4757.72,Yes
3212,Female,0,Yes,Yes,47,No,Yes,No,Yes,No,No internet service,No internet service,No internet service,No,Two year,No,Mailed check,91.42,4296.74,No
3213,Female,1,Yes,Yes,13,No,Yes,DSL,No,Yes,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,54.57,709.41,No
3214,Male,1,No,Yes,30,No,No,DSL,No,No,Yes,No,No internet service,Yes,Two year,No,Electronic check,67.05,2011.5,Yes
3215,Female,1,Yes,No,66,Yes,No phone service,DSL,No internet service,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),82.62,5452.92,Yes
3216,Male,1,Yes,Yes,53,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No internet service,No,Two year,Yes,Bank transfer (automatic),81.78,4334.34,No
3217,Female,1,No,No,18,No,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,No internet service,One year,Yes,Electronic check,83.97,1511.46,Yes
3218,Male,0,Yes,Yes,28,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,35.49,993.72,Yes
3219,Female,0,Yes,No,4,Yes,No,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,Two year,No,Electronic check,99.32,397.28,No
3220,Female,0,No,No,42,No,No phone service,No,No internet service,No,Yes,No internet service,Yes,No internet service,Two year,No,Mailed check,65.97,2770.74,Yes
3221,Female,0,No,No,6,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),100.02,600.12,No
3222,Female,1,No,Yes,9,Yes,No phone service,No,Yes,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),112.85,1015.65,Yes
3223,Male,0,No,Yes,20,Yes,No,DSL,Yes,Yes,Yes,No internet service,No,No internet service,One year,No,Mailed check,30.33,606.6,Yes
3224,Female,0,Yes,Yes,38,Yes,No,DSL,Yes,No,No,No internet service,Yes,No,One year,No,Mailed check,55.6,2112.8,No
3225,Female,0,No,No,68,No,Yes,No,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,73.1,4970.8,No
3226,Male,1,Yes,No,50,Yes,Yes,DSL,Yes,No,No,No,Yes,No internet service,Two year,Yes,Mailed check,33.49,1674.5,No
3227,Female,0,No,Yes,60,Yes,No,DSL,Yes,No internet service,No,No internet service,No internet service,Yes,Two year,Yes,Mailed check,45.91,2754.6,Yes
3228,Male,1,Yes,No,13,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),24.92,323.96,No
3229,Female,1,No,No,42,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),88.13,3701.46,Yes
3230,Female,1,No,No,68,No,Yes,No,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,69.64,4735.52,Yes
3231,Female,0,Yes,No,25,Yes,Yes,No,Yes,Yes,No internet service,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),23.13,578.25,Yes
3232,Male,1,No,Yes,31,No,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,50.36,1561.16,Yes
3233,Female,0,No,No,12,No,No phone service,DSL,No internet service,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),60.81,729.72,Yes
3234,Female,0,No,Yes,64,No,Yes,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),54.26,3472.64,Yes
3235,Female,0,Yes,No,61,No,No,DSL,No,Yes,Yes,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),21.83,1331.63,No
3236,Male,1,No,No,53,No,No,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),48.77,2584.81,Yes
3237,Male,1,No,Yes,26,Yes,No,DSL,Yes,No internet service,No internet service,Yes,No internet service,No,Two year,No,Mailed check,28.12,731.12,Yes
3238,Female,0,Yes,No,61,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),20.58,1255.38,No
3239,Male,1,Yes,Yes,10,No,No,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No,One year,No,Bank transfer (automatic),55.32,553.2,No
3240,Female,1,No,Yes,12,No,Yes,DSL,No internet service,No internet service,No,Yes,No internet service,No,Two year,No,Mailed check,58.65,703.8,No
3241,Female,1,Yes,Yes,22,Yes,Yes,DSL,Yes,No,No internet service,No internet service,No,No,One year,Yes,Mailed check,111.45,2451.9,No
3242,Female,0,Yes,Yes,53,Yes,No phone service,No,Yes,No,No,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),32.83,1739.99,No
3243,Female,1,Yes,Yes,21,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,90.04,1890.84,No
3244,Female,1,No,Yes,35,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,46.36,1622.6,No
3245,Female,0,No,Yes,71,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),69.76,4952.96,Yes
3246,Female,1,Yes,No,27,No,No,No,Yes,No,No,No internet service,No,No internet service,Two year,No,Electronic check,63.08,1703.16,No
3247,Male,0,No,Yes,60,No,No,No,Yes,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,68.4,4104.0,Yes
3248,Male,1,Yes,No,47,No,No phone service,DSL,Yes,No internet service,No,No internet service,No,No,One year,No,Mailed check,96.26,4524.22,No
3249,Male,1,No,No,66,No,No,No,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),21.85,1442.1,No
3250,Male,1,Yes,No,15,No,No phone service,Fiber optic,No internet service,No,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),52.92,793.8,No
3251,Male,1,No,Yes,24,Yes,Yes,No,No,Yes,No,No,No,No internet service,Two year,No,Credit card (automatic),54.03,1296.72,Yes
3252,Male,1,Yes,Yes,10,No,No,No,Yes,Yes,Yes,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),29.47,294.7,Yes
3253,Male,1,No,No,24,Yes,No phone service,No,No internet service,No,No internet service,No,Yes,No internet service,One year,Yes,Mailed check,21.07,505.68,No
3254,Female,0,No,Yes,57,No,Yes,No,No,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.9,5238.3,No
3255,Female,1,Yes,No,34,No,No,Fiber optic,No internet service,No,No,No,No internet service,No internet service,One year,Yes,Credit card (automatic),108.27,3681.18,No
3256,Female,1,No,No,41,No,Yes,No,No,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,51.1,2095.1,Yes
3257,Female,1,No,No,40,No,No,No,No internet service,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),85.3,3412.0,No
3258,Male,0,No,Yes,11,No,No phone service,Fiber optic,Yes,Yes,No,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),119.51,1314.61,No
3259,Male,0,No,No,1,No,No,No,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,36.42,36.42,Yes
3260,Female,0,No,Yes,30,Yes,No,Fiber optic,No internet service,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,47.67,1430.1,Yes
3261,Female,1,No,No,43,No,No phone service,No,Yes,No,No internet service,No internet service,No internet service,No,One year,Yes,Electronic check,101.81,4377.83,No
3262,Male,1,No,Yes,26,No,No phone service,No,Yes,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,20.33,528.58,Yes
3263,Female,0,No,No,53,Yes,No phone service,No,No,No internet service,No internet service,Yes,No,No,Two year,No,Mailed check,79.27,4201.31,Yes
3264,Female,0,Yes,Yes,47,Yes,No,DSL,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),67.8,3186.6,Yes
3265,Female,0,No,No,9,No,Yes,No,Yes,Yes,No,No,No internet service,No internet service,Two year,Yes,Mailed check,92.07,828.63,No
3266,Female,1,Yes,Yes,9,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),72.9,656.1,Yes
3267,Male,0,No,Yes,1,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),71.62,71.62,No
3268,Female,1,Yes,Yes,71,No,No phone service,No,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),91.03,6463.13,No
3269,Female,1,No,No,44,No,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No internet service,One year,Yes,Mailed check,75.0,3300.0,Yes
3270,Male,1,Yes,No,59,Yes,No,No,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,118.62,6998.58,Yes
3271,Male,0,Yes,No,56,No,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.8,5028.8,Yes
3272,Female,1,No,Yes,51,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.69,5135.19,No
3273,Male,0,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,62.25,996.0,No
3274,Female,0,No,No,38,Yes,No phone service,Fiber optic,No,No,No,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),115.8,4400.4,No
3275,Female,0,No,No,11,Yes,Yes,DSL,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,64.84,713.24,No
3276,Male,0,Yes,Yes,25,No,No,DSL,No,No internet service,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),54.61,1365.25,Yes
3277,Female,1,No,No,59,No,Yes,Fiber optic,Yes,No,No internet service,Yes,No,No internet service,Two year,No,Mailed check,113.93,6721.87,No
3278,Female,1,Yes,Yes,29,No,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,57.71,1673.59,Yes
3279,Female,1,Yes,Yes,40,No,No,DSL,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),56.56,2262.4,Yes
3280,Female,1,No,Yes,8,No,No,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,One year,Yes,Mailed check,75.64,605.12,Yes
3281,Male,0,No,No,6,No,No phone service,No,Yes,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,104.94,629.64,Yes
3282,Male,0,No,Yes,45,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,53.01,2385.45,Yes
3283,Female,0,No,No,53,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,102.95,5456.35,No
3284,Male,0,No,Yes,21,No,No phone service,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,Two year,Yes,Electronic check,36.3,762.3,No
3285,Female,1,Yes,No,57,No,No phone service,DSL,No internet service,Yes,Yes,No internet service,Yes,No internet service,Two year,No,Credit card (automatic),37.26,2123.82,Yes
3286,Female,0,Yes,No,6,No,No phone service,DSL,No internet service,No,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,65.09,390.54,No
3287,Female,1,No,Yes,63,No,No,Fiber optic,Yes,No,No internet service,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),46.33,2918.79,No
3288,Female,0,No,Yes,6,Yes,No phone service,No,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,68.44,410.64,Yes
3289,Female,0,No,Yes,53,No,Yes,DSL,No internet service,No,Yes,No,No,Yes,One year,No,Credit card (automatic),21.25,1126.25,No
3290,Male,0,Yes,Yes,4,No,Yes,No,Yes,Yes,Yes,No,No internet service,No internet service,One year,Yes,Mailed check,47.67,190.68,Yes
3291,Female,0,Yes,No,9,No,No,No,No,Yes,No internet service,No,No internet service,No,Two year,No,Bank transfer (automatic),114.75,1032.75,Yes
3292,Male,1,Yes,No,69,No,No phone service,No,No internet service,Yes,No internet service,No internet service,Yes,No,One year,Yes,Electronic check,107.93,7447.17,Yes
3293,Male,1,No,No,72,No,Yes,No,No internet service,Yes,No internet service,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),22.87,1646.64,Yes
3294,Female,1,No,No,4,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),100.43,401.72,Yes
3295,Female,1,Yes,No,58,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),64.39,3734.62,No
3296,Female,0,No,Yes,37,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Mailed check,101.68,3762.16,Yes
3297,Female,0,No,Yes,71,No,No,DSL,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Electronic check,48.01,3408.71,Yes
3298,Female,1,Yes,No,6,No,Yes,No,No,No internet service,No,Yes,No internet service,Yes,One year,No,Electronic check,75.02,450.12,Yes
3299,Male,1,Yes,Yes,51,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No,Yes,One year,Yes,Bank transfer (automatic),118.61,6049.11,Yes
3300,Female,0,No,Yes,50,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,52.68,2634.0,No
3301,Female,0,Yes,Yes,14,No,No phone service,Fiber optic,No,No internet service,No,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),108.47,1518.58,Yes
3302,Male,1,No,Yes,11,Yes,Yes,No,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),107.72,1184.92,Yes
3303,Male,1,Yes,Yes,10,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No,Yes,One year,Yes,Mailed check,35.4,354.0,Yes
3304,Female,1,Yes,Yes,61,No,Yes,DSL,No internet service,No internet service,No,No,No,Yes,Two year,Yes,Credit card (automatic),44.35,2705.35,Yes
3305,Male,0,No,No,13,No,No phone service,Fiber optic,No internet service,No,Yes,No internet service,Yes,No,Two year,No,Electronic check,32.8,426.4,No
3306,Female,1,No,Yes,34,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),48.8,1659.2,Yes
3307,Male,1,Yes,Yes,60,No,Yes,DSL,No internet service,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,72.38,4342.8,No
3308,Male,1,No,No,51,No,Yes,No,No,No,Yes,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),112.81,5753.31,Yes
3309,Female,1,Yes,No,5,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,No internet service,Yes,Two year,Yes,Electronic check,59.66,298.3,No
3310,Male,1,No,No,32,No,No phone service,No,No internet service,No,No,Yes,No,No internet service,One year,No,Electronic check,118.79,3801.28,Yes
3311,Male,0,Yes,Yes,12,Yes,No phone service,No,No,Yes,No internet service,No,No,No,Two year,Yes,Bank transfer (automatic),59.92,719.04,No
3312,Male,1,Yes,No,52,No,Yes,No,Yes,No,No internet service,No internet service,Yes,No,One year,Yes,Mailed check,78.9,4102.8,Yes
3313,Male,0,Yes,Yes,13,No,No,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),116.48,1514.24,Yes
3314,Male,1,No,No,54,Yes,No,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,No,Mailed check,80.16,4328.64,No
3315,Male,1,Yes,Yes,54,Yes,No phone service,DSL,No internet service,No,No internet service,No,No,No,One year,Yes,Electronic check,58.69,3169.26,Yes
3316,Female,1,Yes,Yes,41,Yes,No,No,No,No internet service,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),72.55,2974.55,No
3317,Female,0,Yes,No,48,Yes,Yes,DSL,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,74.38,3570.24,No
3318,Male,0,Yes,Yes,51,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),30.51,1556.01,No
3319,Female,0,No,Yes,47,Yes,No,Fiber optic,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),60.46,2841.62,Yes
3320,Female,1,No,Yes,50,Yes,No,DSL,Yes,No,No internet service,Yes,Yes,No internet service,One year,No,Electronic check,72.64,3632.0,No
3321,Female,1,Yes,Yes,46,Yes,No phone service,DSL,No,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,97.93,4504.78,Yes
3322,Male,0,Yes,No,38,Yes,Yes,No,No internet service,No,Yes,No,No,No internet service,One year,Yes,Mailed check,20.6,782.8,No
3323,Female,0,No,No,13,No,No phone service,Fiber optic,Yes,Yes,No internet service,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),101.39,1318.07,No
